=== DOM Traversal Log ===
Timestamp    : 2026-04-23 12:58:56
Algorithm    : BFS
CSS Selector : * (all elements)
Source       : URL: https://if-notes.naufarrel.dev
Max Depth    : 12

--- Traversal Steps ---
Step   | NodeID  | Tag                  | Depth | Action
79     | 294     | h3                   | 6     | MATCH ← CSS selector matched
80     | 296     | div                  | 6     | MATCH ← CSS selector matched
81     | 301     | div                  | 6     | MATCH ← CSS selector matched
82     | 304     | button               | 6     | MATCH ← CSS selector matched
83     | 309     | ul                   | 6     | MATCH ← CSS selector matched
84     | 333     | h3                   | 6     | MATCH ← CSS selector matched
85     | 335     | ul                   | 6     | MATCH ← CSS selector matched
86     | 426     | #text                | 6     | MATCH ← CSS selector matched
87     | 427     | a                    | 6     | MATCH ← CSS selector matched
88     | 429     | #text                | 6     | MATCH ← CSS selector matched
89     | 431     | li                   | 6     | MATCH ← CSS selector matched
90     | 434     | li                   | 6     | MATCH ← CSS selector matched
91     | 43      | #text                | 7     | MATCH ← CSS selector matched
92     | 47      | div                  | 7     | MATCH ← CSS selector matched
93     | 62      | button               | 7     | MATCH ← CSS selector matched
94     | 72      | button               | 7     | MATCH ← CSS selector matched
95     | 80      | svg                  | 7     | MATCH ← CSS selector matched
96     | 85      | h2                   | 7     | MATCH ← CSS selector matched
97     | 87      | svg                  | 7     | MATCH ← CSS selector matched
98     | 90      | ul                   | 7     | MATCH ← CSS selector matched
99     | 93      | li                   | 7     | MATCH ← CSS selector matched
100    | 96      | li                   | 7     | MATCH ← CSS selector matched
101    | 108     | h1                   | 7     | MATCH ← CSS selector matched
102    | 110     | p                    | 7     | MATCH ← CSS selector matched
103    | 117     | #text                | 7     | MATCH ← CSS selector matched
104    | 118     | a                    | 7     | MATCH ← CSS selector matched
105    | 123     | h2                   | 7     | MATCH ← CSS selector matched
106    | 139     | h2                   | 7     | MATCH ← CSS selector matched
107    | 150     | #text                | 7     | MATCH ← CSS selector matched
108    | 152     | li                   | 7     | MATCH ← CSS selector matched
109    | 181     | li                   | 7     | MATCH ← CSS selector matched
110    | 221     | li                   | 7     | MATCH ← CSS selector matched
111    | 260     | li                   | 7     | MATCH ← CSS selector matched
112    | 295     | #text                | 7     | MATCH ← CSS selector matched
113    | 297     | div                  | 7     | MATCH ← CSS selector matched
114    | 298     | button               | 7     | MATCH ← CSS selector matched
115    | 302     | div                  | 7     | MATCH ← CSS selector matched
116    | 305     | h3                   | 7     | MATCH ← CSS selector matched
117    | 307     | svg                  | 7     | MATCH ← CSS selector matched
118    | 310     | li                   | 7     | MATCH ← CSS selector matched
119    | 313     | li                   | 7     | MATCH ← CSS selector matched
120    | 316     | li                   | 7     | MATCH ← CSS selector matched
121    | 319     | li                   | 7     | MATCH ← CSS selector matched
122    | 322     | li                   | 7     | MATCH ← CSS selector matched
123    | 325     | li                   | 7     | MATCH ← CSS selector matched
124    | 328     | li                   | 7     | MATCH ← CSS selector matched
125    | 331     | li                   | 7     | MATCH ← CSS selector matched
126    | 334     | #text                | 7     | MATCH ← CSS selector matched
127    | 336     | li                   | 7     | MATCH ← CSS selector matched
128    | 339     | li                   | 7     | MATCH ← CSS selector matched
129    | 342     | li                   | 7     | MATCH ← CSS selector matched
130    | 345     | li                   | 7     | MATCH ← CSS selector matched
131    | 348     | li                   | 7     | MATCH ← CSS selector matched
132    | 351     | li                   | 7     | MATCH ← CSS selector matched
133    | 354     | li                   | 7     | MATCH ← CSS selector matched
134    | 357     | li                   | 7     | MATCH ← CSS selector matched
135    | 360     | li                   | 7     | MATCH ← CSS selector matched
136    | 363     | li                   | 7     | MATCH ← CSS selector matched
137    | 366     | li                   | 7     | MATCH ← CSS selector matched
138    | 369     | li                   | 7     | MATCH ← CSS selector matched
139    | 372     | li                   | 7     | MATCH ← CSS selector matched
140    | 375     | li                   | 7     | MATCH ← CSS selector matched
141    | 378     | li                   | 7     | MATCH ← CSS selector matched
142    | 381     | li                   | 7     | MATCH ← CSS selector matched
143    | 384     | li                   | 7     | MATCH ← CSS selector matched
144    | 387     | li                   | 7     | MATCH ← CSS selector matched
145    | 390     | li                   | 7     | MATCH ← CSS selector matched
146    | 393     | li                   | 7     | MATCH ← CSS selector matched
147    | 396     | li                   | 7     | MATCH ← CSS selector matched
148    | 399     | li                   | 7     | MATCH ← CSS selector matched
149    | 402     | li                   | 7     | MATCH ← CSS selector matched
150    | 405     | li                   | 7     | MATCH ← CSS selector matched
151    | 408     | li                   | 7     | MATCH ← CSS selector matched
152    | 411     | li                   | 7     | MATCH ← CSS selector matched
153    | 414     | li                   | 7     | MATCH ← CSS selector matched
154    | 417     | li                   | 7     | MATCH ← CSS selector matched
155    | 420     | li                   | 7     | MATCH ← CSS selector matched
156    | 423     | li                   | 7     | MATCH ← CSS selector matched
157    | 428     | #text                | 7     | MATCH ← CSS selector matched
158    | 432     | a                    | 7     | MATCH ← CSS selector matched
159    | 435     | a                    | 7     | MATCH ← CSS selector matched
160    | 48      | button               | 8     | MATCH ← CSS selector matched
161    | 57      | div                  | 8     | MATCH ← CSS selector matched
162    | 63      | svg                  | 8     | MATCH ← CSS selector matched
163    | 67      | svg                  | 8     | MATCH ← CSS selector matched
164    | 73      | svg                  | 8     | MATCH ← CSS selector matched
165    | 81      | line                 | 8     | MATCH ← CSS selector matched
166    | 82      | line                 | 8     | MATCH ← CSS selector matched
167    | 83      | line                 | 8     | MATCH ← CSS selector matched
168    | 86      | #text                | 8     | MATCH ← CSS selector matched
169    | 88      | polyline             | 8     | MATCH ← CSS selector matched
170    | 91      | li                   | 8     | MATCH ← CSS selector matched
171    | 94      | a                    | 8     | MATCH ← CSS selector matched
172    | 97      | div                  | 8     | MATCH ← CSS selector matched
173    | 103     | div                  | 8     | MATCH ← CSS selector matched
174    | 109     | #text                | 8     | MATCH ← CSS selector matched
175    | 111     | time                 | 8     | MATCH ← CSS selector matched
176    | 113     | span                 | 8     | MATCH ← CSS selector matched
177    | 119     | svg                  | 8     | MATCH ← CSS selector matched
178    | 124     | a                    | 8     | MATCH ← CSS selector matched
179    | 128     | #text                | 8     | MATCH ← CSS selector matched
180    | 129     | a                    | 8     | MATCH ← CSS selector matched
181    | 133     | #text                | 8     | MATCH ← CSS selector matched
182    | 134     | a                    | 8     | MATCH ← CSS selector matched
183    | 140     | #text                | 8     | MATCH ← CSS selector matched
184    | 141     | a                    | 8     | MATCH ← CSS selector matched
185    | 145     | a                    | 8     | MATCH ← CSS selector matched
186    | 153     | h2                   | 8     | MATCH ← CSS selector matched
187    | 159     | ul                   | 8     | MATCH ← CSS selector matched
188    | 182     | h2                   | 8     | MATCH ← CSS selector matched
189    | 188     | #text                | 8     | MATCH ← CSS selector matched
190    | 189     | ul                   | 8     | MATCH ← CSS selector matched
191    | 222     | h2                   | 8     | MATCH ← CSS selector matched
192    | 228     | #text                | 8     | MATCH ← CSS selector matched
193    | 229     | ul                   | 8     | MATCH ← CSS selector matched
194    | 261     | h2                   | 8     | MATCH ← CSS selector matched
195    | 267     | #text                | 8     | MATCH ← CSS selector matched
196    | 268     | ul                   | 8     | MATCH ← CSS selector matched
197    | 299     | svg                  | 8     | MATCH ← CSS selector matched
198    | 306     | #text                | 8     | MATCH ← CSS selector matched
199    | 308     | polyline             | 8     | MATCH ← CSS selector matched
200    | 311     | a                    | 8     | MATCH ← CSS selector matched
201    | 314     | a                    | 8     | MATCH ← CSS selector matched
202    | 317     | a                    | 8     | MATCH ← CSS selector matched
203    | 320     | a                    | 8     | MATCH ← CSS selector matched
204    | 323     | a                    | 8     | MATCH ← CSS selector matched
205    | 326     | a                    | 8     | MATCH ← CSS selector matched
206    | 329     | a                    | 8     | MATCH ← CSS selector matched
207    | 337     | a                    | 8     | MATCH ← CSS selector matched
208    | 340     | a                    | 8     | MATCH ← CSS selector matched
209    | 343     | a                    | 8     | MATCH ← CSS selector matched
210    | 346     | a                    | 8     | MATCH ← CSS selector matched
211    | 349     | a                    | 8     | MATCH ← CSS selector matched
212    | 352     | a                    | 8     | MATCH ← CSS selector matched
213    | 355     | a                    | 8     | MATCH ← CSS selector matched
214    | 358     | a                    | 8     | MATCH ← CSS selector matched
215    | 361     | a                    | 8     | MATCH ← CSS selector matched
216    | 364     | a                    | 8     | MATCH ← CSS selector matched
217    | 367     | a                    | 8     | MATCH ← CSS selector matched
218    | 370     | a                    | 8     | MATCH ← CSS selector matched
219    | 373     | a                    | 8     | MATCH ← CSS selector matched
220    | 376     | a                    | 8     | MATCH ← CSS selector matched
221    | 379     | a                    | 8     | MATCH ← CSS selector matched
222    | 382     | a                    | 8     | MATCH ← CSS selector matched
223    | 385     | a                    | 8     | MATCH ← CSS selector matched
224    | 388     | a                    | 8     | MATCH ← CSS selector matched
225    | 391     | a                    | 8     | MATCH ← CSS selector matched
226    | 394     | a                    | 8     | MATCH ← CSS selector matched
227    | 397     | a                    | 8     | MATCH ← CSS selector matched
228    | 400     | a                    | 8     | MATCH ← CSS selector matched
229    | 403     | a                    | 8     | MATCH ← CSS selector matched
230    | 406     | a                    | 8     | MATCH ← CSS selector matched
231    | 409     | a                    | 8     | MATCH ← CSS selector matched
232    | 412     | a                    | 8     | MATCH ← CSS selector matched
233    | 415     | a                    | 8     | MATCH ← CSS selector matched
234    | 418     | a                    | 8     | MATCH ← CSS selector matched
235    | 421     | a                    | 8     | MATCH ← CSS selector matched
236    | 433     | #text                | 8     | MATCH ← CSS selector matched
237    | 436     | #text                | 8     | MATCH ← CSS selector matched
238    | 49      | p                    | 9     | MATCH ← CSS selector matched
239    | 51      | svg                  | 9     | MATCH ← CSS selector matched
240    | 58      | div                  | 9     | MATCH ← CSS selector matched
241    | 64      | title                | 9     | MATCH ← CSS selector matched
242    | 66      | path                 | 9     | MATCH ← CSS selector matched
243    | 68      | title                | 9     | MATCH ← CSS selector matched
244    | 70      | path                 | 9     | MATCH ← CSS selector matched
245    | 74      | title                | 9     | MATCH ← CSS selector matched
246    | 76      | g                    | 9     | MATCH ← CSS selector matched
247    | 98      | svg                  | 9     | MATCH ← CSS selector matched
248    | 100     | div                  | 9     | MATCH ← CSS selector matched
249    | 104     | ul                   | 9     | MATCH ← CSS selector matched
250    | 112     | #text                | 9     | MATCH ← CSS selector matched
251    | 114     | #text                | 9     | MATCH ← CSS selector matched
252    | 120     | path                 | 9     | MATCH ← CSS selector matched
253    | 121     | path                 | 9     | MATCH ← CSS selector matched
254    | 125     | #text                | 9     | MATCH ← CSS selector matched
255    | 126     | svg                  | 9     | MATCH ← CSS selector matched
256    | 130     | #text                | 9     | MATCH ← CSS selector matched
257    | 131     | svg                  | 9     | MATCH ← CSS selector matched
258    | 135     | svg                  | 9     | MATCH ← CSS selector matched
259    | 142     | #text                | 9     | MATCH ← CSS selector matched
260    | 143     | svg                  | 9     | MATCH ← CSS selector matched
261    | 146     | svg                  | 9     | MATCH ← CSS selector matched
262    | 154     | #text                | 9     | MATCH ← CSS selector matched
263    | 155     | a                    | 9     | MATCH ← CSS selector matched
264    | 160     | li                   | 9     | MATCH ← CSS selector matched
265    | 163     | li                   | 9     | MATCH ← CSS selector matched
266    | 165     | li                   | 9     | MATCH ← CSS selector matched
267    | 168     | li                   | 9     | MATCH ← CSS selector matched
268    | 171     | li                   | 9     | MATCH ← CSS selector matched
269    | 174     | li                   | 9     | MATCH ← CSS selector matched
270    | 177     | li                   | 9     | MATCH ← CSS selector matched
271    | 179     | li                   | 9     | MATCH ← CSS selector matched
272    | 183     | #text                | 9     | MATCH ← CSS selector matched
273    | 184     | a                    | 9     | MATCH ← CSS selector matched
274    | 190     | li                   | 9     | MATCH ← CSS selector matched
275    | 193     | li                   | 9     | MATCH ← CSS selector matched
276    | 196     | li                   | 9     | MATCH ← CSS selector matched
277    | 199     | li                   | 9     | MATCH ← CSS selector matched
278    | 202     | li                   | 9     | MATCH ← CSS selector matched
279    | 205     | li                   | 9     | MATCH ← CSS selector matched
280    | 208     | li                   | 9     | MATCH ← CSS selector matched
281    | 213     | li                   | 9     | MATCH ← CSS selector matched
282    | 217     | li                   | 9     | MATCH ← CSS selector matched
283    | 223     | #text                | 9     | MATCH ← CSS selector matched
284    | 224     | a                    | 9     | MATCH ← CSS selector matched
285    | 230     | li                   | 9     | MATCH ← CSS selector matched
286    | 233     | li                   | 9     | MATCH ← CSS selector matched
287    | 236     | li                   | 9     | MATCH ← CSS selector matched
288    | 239     | li                   | 9     | MATCH ← CSS selector matched
289    | 242     | li                   | 9     | MATCH ← CSS selector matched
290    | 245     | li                   | 9     | MATCH ← CSS selector matched
291    | 249     | li                   | 9     | MATCH ← CSS selector matched
292    | 253     | li                   | 9     | MATCH ← CSS selector matched
293    | 256     | li                   | 9     | MATCH ← CSS selector matched
294    | 262     | #text                | 9     | MATCH ← CSS selector matched
295    | 263     | a                    | 9     | MATCH ← CSS selector matched
296    | 269     | li                   | 9     | MATCH ← CSS selector matched
297    | 272     | li                   | 9     | MATCH ← CSS selector matched
298    | 275     | li                   | 9     | MATCH ← CSS selector matched
299    | 278     | li                   | 9     | MATCH ← CSS selector matched
300    | 281     | li                   | 9     | MATCH ← CSS selector matched
301    | 284     | li                   | 9     | MATCH ← CSS selector matched
302    | 287     | li                   | 9     | MATCH ← CSS selector matched
303    | 300     | path                 | 9     | MATCH ← CSS selector matched
304    | 312     | #text                | 9     | MATCH ← CSS selector matched
305    | 315     | #text                | 9     | MATCH ← CSS selector matched
306    | 318     | #text                | 9     | MATCH ← CSS selector matched
307    | 321     | #text                | 9     | MATCH ← CSS selector matched
308    | 324     | #text                | 9     | MATCH ← CSS selector matched
309    | 327     | #text                | 9     | MATCH ← CSS selector matched
310    | 330     | #text                | 9     | MATCH ← CSS selector matched
311    | 338     | #text                | 9     | MATCH ← CSS selector matched
312    | 341     | #text                | 9     | MATCH ← CSS selector matched
313    | 344     | #text                | 9     | MATCH ← CSS selector matched
314    | 347     | #text                | 9     | MATCH ← CSS selector matched
315    | 350     | #text                | 9     | MATCH ← CSS selector matched
316    | 353     | #text                | 9     | MATCH ← CSS selector matched
317    | 356     | #text                | 9     | MATCH ← CSS selector matched
318    | 359     | #text                | 9     | MATCH ← CSS selector matched
319    | 362     | #text                | 9     | MATCH ← CSS selector matched
320    | 365     | #text                | 9     | MATCH ← CSS selector matched
321    | 368     | #text                | 9     | MATCH ← CSS selector matched
322    | 371     | #text                | 9     | MATCH ← CSS selector matched
323    | 374     | #text                | 9     | MATCH ← CSS selector matched
324    | 377     | #text                | 9     | MATCH ← CSS selector matched
325    | 380     | #text                | 9     | MATCH ← CSS selector matched
326    | 383     | #text                | 9     | MATCH ← CSS selector matched
327    | 386     | #text                | 9     | MATCH ← CSS selector matched
328    | 389     | #text                | 9     | MATCH ← CSS selector matched
329    | 392     | #text                | 9     | MATCH ← CSS selector matched
330    | 395     | #text                | 9     | MATCH ← CSS selector matched
331    | 398     | #text                | 9     | MATCH ← CSS selector matched
332    | 401     | #text                | 9     | MATCH ← CSS selector matched
333    | 404     | #text                | 9     | MATCH ← CSS selector matched
334    | 407     | #text                | 9     | MATCH ← CSS selector matched
335    | 410     | #text                | 9     | MATCH ← CSS selector matched
336    | 413     | #text                | 9     | MATCH ← CSS selector matched
337    | 416     | #text                | 9     | MATCH ← CSS selector matched
338    | 419     | #text                | 9     | MATCH ← CSS selector matched
339    | 422     | #text                | 9     | MATCH ← CSS selector matched
340    | 50      | #text                | 10    | MATCH ← CSS selector matched
341    | 52      | title                | 10    | MATCH ← CSS selector matched
342    | 54      | g                    | 10    | MATCH ← CSS selector matched
343    | 59      | input                | 10    | MATCH ← CSS selector matched
344    | 60      | div                  | 10    | MATCH ← CSS selector matched
345    | 65      | #text                | 10    | MATCH ← CSS selector matched
346    | 69      | #text                | 10    | MATCH ← CSS selector matched
347    | 75      | #text                | 10    | MATCH ← CSS selector matched
348    | 77      | path                 | 10    | MATCH ← CSS selector matched
349    | 99      | polyline             | 10    | MATCH ← CSS selector matched
350    | 101     | button               | 10    | MATCH ← CSS selector matched
351    | 127     | path                 | 10    | MATCH ← CSS selector matched
352    | 132     | path                 | 10    | MATCH ← CSS selector matched
353    | 136     | path                 | 10    | MATCH ← CSS selector matched
354    | 137     | path                 | 10    | MATCH ← CSS selector matched
355    | 144     | path                 | 10    | MATCH ← CSS selector matched
356    | 147     | path                 | 10    | MATCH ← CSS selector matched
357    | 148     | path                 | 10    | MATCH ← CSS selector matched
358    | 156     | svg                  | 10    | MATCH ← CSS selector matched
359    | 161     | a                    | 10    | MATCH ← CSS selector matched
360    | 164     | #text                | 10    | MATCH ← CSS selector matched
361    | 166     | a                    | 10    | MATCH ← CSS selector matched
362    | 169     | a                    | 10    | MATCH ← CSS selector matched
363    | 172     | a                    | 10    | MATCH ← CSS selector matched
364    | 175     | a                    | 10    | MATCH ← CSS selector matched
365    | 178     | #text                | 10    | MATCH ← CSS selector matched
366    | 180     | #text                | 10    | MATCH ← CSS selector matched
367    | 185     | svg                  | 10    | MATCH ← CSS selector matched
368    | 191     | a                    | 10    | MATCH ← CSS selector matched
369    | 194     | a                    | 10    | MATCH ← CSS selector matched
370    | 197     | a                    | 10    | MATCH ← CSS selector matched
371    | 200     | a                    | 10    | MATCH ← CSS selector matched
372    | 203     | a                    | 10    | MATCH ← CSS selector matched
373    | 206     | a                    | 10    | MATCH ← CSS selector matched
374    | 209     | a                    | 10    | MATCH ← CSS selector matched
375    | 214     | a                    | 10    | MATCH ← CSS selector matched
376    | 216     | #text                | 10    | MATCH ← CSS selector matched
377    | 218     | a                    | 10    | MATCH ← CSS selector matched
378    | 220     | #text                | 10    | MATCH ← CSS selector matched
379    | 225     | svg                  | 10    | MATCH ← CSS selector matched
380    | 231     | a                    | 10    | MATCH ← CSS selector matched
381    | 234     | a                    | 10    | MATCH ← CSS selector matched
382    | 237     | a                    | 10    | MATCH ← CSS selector matched
383    | 240     | a                    | 10    | MATCH ← CSS selector matched
384    | 243     | a                    | 10    | MATCH ← CSS selector matched
385    | 246     | a                    | 10    | MATCH ← CSS selector matched
386    | 248     | #text                | 10    | MATCH ← CSS selector matched
387    | 250     | a                    | 10    | MATCH ← CSS selector matched
388    | 252     | #text                | 10    | MATCH ← CSS selector matched
389    | 254     | a                    | 10    | MATCH ← CSS selector matched
390    | 257     | a                    | 10    | MATCH ← CSS selector matched
391    | 259     | #text                | 10    | MATCH ← CSS selector matched
392    | 264     | svg                  | 10    | MATCH ← CSS selector matched
393    | 270     | a                    | 10    | MATCH ← CSS selector matched
394    | 273     | a                    | 10    | MATCH ← CSS selector matched
395    | 276     | a                    | 10    | MATCH ← CSS selector matched
396    | 279     | a                    | 10    | MATCH ← CSS selector matched
397    | 282     | a                    | 10    | MATCH ← CSS selector matched
398    | 285     | a                    | 10    | MATCH ← CSS selector matched
399    | 288     | a                    | 10    | MATCH ← CSS selector matched
400    | 53      | #text                | 11    | MATCH ← CSS selector matched
401    | 55      | path                 | 11    | MATCH ← CSS selector matched
402    | 56      | circle               | 11    | MATCH ← CSS selector matched
403    | 102     | span                 | 11    | MATCH ← CSS selector matched
404    | 157     | path                 | 11    | MATCH ← CSS selector matched
405    | 158     | path                 | 11    | MATCH ← CSS selector matched
406    | 162     | #text                | 11    | MATCH ← CSS selector matched
407    | 167     | #text                | 11    | MATCH ← CSS selector matched
408    | 170     | #text                | 11    | MATCH ← CSS selector matched
409    | 173     | #text                | 11    | MATCH ← CSS selector matched
410    | 176     | #text                | 11    | MATCH ← CSS selector matched
411    | 186     | path                 | 11    | MATCH ← CSS selector matched
412    | 187     | path                 | 11    | MATCH ← CSS selector matched
413    | 192     | #text                | 11    | MATCH ← CSS selector matched
414    | 195     | #text                | 11    | MATCH ← CSS selector matched
415    | 198     | #text                | 11    | MATCH ← CSS selector matched
416    | 201     | #text                | 11    | MATCH ← CSS selector matched
417    | 204     | #text                | 11    | MATCH ← CSS selector matched
418    | 207     | #text                | 11    | MATCH ← CSS selector matched
419    | 210     | #text                | 11    | MATCH ← CSS selector matched
420    | 211     | svg                  | 11    | MATCH ← CSS selector matched
421    | 215     | #text                | 11    | MATCH ← CSS selector matched
422    | 219     | #text                | 11    | MATCH ← CSS selector matched
423    | 226     | path                 | 11    | MATCH ← CSS selector matched
424    | 227     | path                 | 11    | MATCH ← CSS selector matched
425    | 232     | #text                | 11    | MATCH ← CSS selector matched
426    | 235     | #text                | 11    | MATCH ← CSS selector matched
427    | 238     | #text                | 11    | MATCH ← CSS selector matched
428    | 241     | #text                | 11    | MATCH ← CSS selector matched
429    | 244     | #text                | 11    | MATCH ← CSS selector matched
430    | 247     | #text                | 11    | MATCH ← CSS selector matched
431    | 251     | #text                | 11    | MATCH ← CSS selector matched
432    | 255     | #text                | 11    | MATCH ← CSS selector matched
433    | 258     | #text                | 11    | MATCH ← CSS selector matched
434    | 265     | path                 | 11    | MATCH ← CSS selector matched
435    | 266     | path                 | 11    | MATCH ← CSS selector matched
436    | 271     | #text                | 11    | MATCH ← CSS selector matched
437    | 274     | #text                | 11    | MATCH ← CSS selector matched
438    | 277     | #text                | 11    | MATCH ← CSS selector matched
439    | 280     | #text                | 11    | MATCH ← CSS selector matched
440    | 283     | #text                | 11    | MATCH ← CSS selector matched
441    | 286     | #text                | 11    | MATCH ← CSS selector matched
442    | 289     | #text                | 11    | MATCH ← CSS selector matched
443    | 212     | path                 | 12    | MATCH ← CSS selector matched

--- Summary ---
Total Nodes Visited  : 443
Total Matches Found  : 443
Search Duration (ms) : 0
